"","respondent","q_item","congenial","responses","survey","response_type"
"622",292,"aca2",NA,1,"Closed","closed"
"623",292,"gg",NA,1,"Closed","closed"
"624",292,"dt",NA,1,"Closed","closed"
"625",299,"aca","1",1,"Closed","closed"
"626",299,"aca2","1",0,"Closed","closed"
"627",299,"gg","1",0,"Closed","closed"
"628",299,"dt","0",1,"Closed","closed"
"629",301,"aca","0",0,"Closed","closed"
"630",301,"aca2","0",0,"Closed","closed"
"631",301,"gg","0",0,"Closed","closed"
"632",301,"dt","1",1,"Closed","closed"
"633",304,"aca","1",0,"Closed","closed"
"634",304,"aca2","1",1,"Closed","closed"
"635",304,"gg","1",1,"Closed","closed"
"636",304,"dt","0",1,"Closed","closed"
"637",307,"aca","1",0,"Closed","closed"
"638",307,"aca2","1",0,"Closed","closed"
"639",307,"gg","1",0,"Closed","closed"
"640",307,"dt","0",1,"Closed","closed"
"641",308,"aca","1",0,"Closed","closed"
"642",308,"aca2","1",1,"Closed","closed"
"643",308,"gg","1",0,"Closed","closed"
"644",308,"dt","0",1,"Closed","closed"
"645",309,"aca","0",1,"Closed","closed"
"646",309,"aca2","0",0,"Closed","closed"
"647",309,"gg","0",0,"Closed","closed"
"648",309,"dt","1",1,"Closed","closed"
"649",310,"aca","0",0,"Closed","closed"
"650",310,"aca2","0",0,"Closed","closed"
"651",310,"gg","0",1,"Closed","closed"
"652",310,"dt","1",1,"Closed","closed"
"653",313,"aca","0",0,"Closed","closed"
"654",313,"aca2","0",0,"Closed","closed"
"655",313,"gg","0",0,"Closed","closed"
"656",313,"dt","1",1,"Closed","closed"
"657",314,"aca","1",0,"Closed","closed"
"658",314,"aca2","1",0,"Closed","closed"
"659",314,"gg","1",0,"Closed","closed"
"660",314,"dt","0",1,"Closed","closed"
"661",316,"aca","0",0,"Closed","closed"
"662",316,"aca2","0",1,"Closed","closed"
"663",316,"gg","0",0,"Closed","closed"
"664",316,"dt","1",1,"Closed","closed"
"665",319,"aca","1",0,"Closed","closed"
"666",319,"aca2","1",0,"Closed","closed"
"667",319,"gg","1",0,"Closed","closed"
"668",319,"dt","0",0,"Closed","closed"
"669",324,"aca","1",0,"Closed","closed"
"670",324,"aca2","1",0,"Closed","closed"
"671",324,"gg","1",0,"Closed","closed"
"672",324,"dt","0",1,"Closed","closed"
"673",326,"aca","1",0,"Closed","closed"
"674",326,"aca2","1",0,"Closed","closed"
"675",326,"gg","1",0,"Closed","closed"
"676",326,"dt","0",1,"Closed","closed"
"677",327,"aca",NA,0,"Closed","closed"
"678",327,"aca2",NA,0,"Closed","closed"
"679",327,"gg",NA,1,"Closed","closed"
"680",327,"dt",NA,1,"Closed","closed"
"681",328,"aca","0",0,"Closed","closed"
"682",328,"aca2","0",0,"Closed","closed"
"683",328,"gg","0",0,"Closed","closed"
"684",328,"dt","1",1,"Closed","closed"
"685",329,"aca","1",0,"Closed","closed"
"686",329,"aca2","1",0,"Closed","closed"
"687",329,"gg","1",0,"Closed","closed"
"688",329,"dt","0",1,"Closed","closed"
"689",330,"aca","1",0,"Closed","closed"
"690",330,"aca2","1",1,"Closed","closed"
"691",330,"gg","1",1,"Closed","closed"
"692",330,"dt","0",0,"Closed","closed"
"693",331,"aca","0",0,"Closed","closed"
"694",331,"aca2","0",1,"Closed","closed"
"695",331,"gg","0",0,"Closed","closed"
"696",331,"dt","1",1,"Closed","closed"
"697",335,"aca","1",0,"Closed","closed"
"698",335,"aca2","1",0,"Closed","closed"
"699",335,"gg","1",0,"Closed","closed"
"700",335,"dt","0",1,"Closed","closed"
"701",336,"aca","1",0,"Closed","closed"
"702",336,"aca2","1",0,"Closed","closed"
"703",336,"gg","1",0,"Closed","closed"
"704",336,"dt","0",1,"Closed","closed"
"705",337,"aca","0",0,"Closed","closed"
"706",337,"aca2","0",0,"Closed","closed"
"707",337,"gg","0",1,"Closed","closed"
"708",337,"dt","1",1,"Closed","closed"
"709",340,"aca","1",0,"Closed","closed"
"710",340,"aca2","1",1,"Closed","closed"
"711",340,"gg","1",0,"Closed","closed"
"712",340,"dt","0",1,"Closed","closed"
"713",342,"aca","1",0,"Closed","closed"
"714",342,"aca2","1",0,"Closed","closed"
"715",342,"gg","1",0,"Closed","closed"
"716",342,"dt","0",1,"Closed","closed"
"717",345,"aca","0",0,"Closed","closed"
"718",345,"aca2","0",0,"Closed","closed"
"719",345,"gg","0",0,"Closed","closed"
"720",345,"dt","1",1,"Closed","closed"
"721",346,"aca","1",0,"Closed","closed"
"722",346,"aca2","1",0,"Closed","closed"
"723",346,"gg","1",1,"Closed","closed"
"724",346,"dt","0",1,"Closed","closed"
"725",347,"aca","1",0,"Closed","closed"
"726",347,"aca2","1",0,"Closed","closed"
"727",347,"gg","1",0,"Closed","closed"
"728",347,"dt","0",0,"Closed","closed"
"729",349,"aca","1",0,"Closed","closed"
"730",349,"aca2","1",1,"Closed","closed"
"731",349,"gg","1",0,"Closed","closed"
"732",349,"dt","0",1,"Closed","closed"
"733",350,"aca","0",0,"Closed","closed"
"734",350,"aca2","0",0,"Closed","closed"
"735",350,"gg","0",0,"Closed","closed"
"736",350,"dt","1",1,"Closed","closed"
"737",352,"aca","0",0,"Closed","closed"
"738",352,"aca2","0",0,"Closed","closed"
"739",352,"gg","0",0,"Closed","closed"
"740",352,"dt","1",1,"Closed","closed"
"741",353,"aca","0",0,"Closed","closed"
"742",353,"aca2","0",0,"Closed","closed"
"743",353,"gg","0",0,"Closed","closed"
"744",353,"dt","1",1,"Closed","closed"
"745",355,"aca","1",0,"Closed","closed"
"746",355,"aca2","1",0,"Closed","closed"
"747",355,"gg","1",0,"Closed","closed"
"748",355,"dt","0",1,"Closed","closed"
"749",356,"aca","0",0,"Closed","closed"
"750",356,"aca2","0",1,"Closed","closed"
"751",356,"gg","0",0,"Closed","closed"
"752",356,"dt","1",1,"Closed","closed"
"753",358,"aca","1",0,"Closed","closed"
"754",358,"aca2","1",0,"Closed","closed"
"755",358,"gg","1",0,"Closed","closed"
"756",358,"dt","0",1,"Closed","closed"
"757",359,"aca","0",0,"Closed","closed"
"758",359,"aca2","0",0,"Closed","closed"
"759",359,"gg","0",0,"Closed","closed"
"760",359,"dt","1",1,"Closed","closed"
"761",360,"aca","1",1,"Closed","closed"
"762",360,"aca2","1",1,"Closed","closed"
"763",360,"gg","1",1,"Closed","closed"
"764",360,"dt","0",1,"Closed","closed"
"765",361,"aca","1",1,"Closed","closed"
"766",361,"aca2","1",0,"Closed","closed"
"767",361,"gg","1",0,"Closed","closed"
"768",361,"dt","0",0,"Closed","closed"
"769",365,"aca","1",0,"Closed","closed"
"770",365,"aca2","1",0,"Closed","closed"
"771",365,"gg","1",0,"Closed","closed"
"772",365,"dt","0",1,"Closed","closed"
"773",370,"aca","1",0,"Closed","closed"
"774",370,"aca2","1",0,"Closed","closed"
"775",370,"gg","1",0,"Closed","closed"
"776",370,"dt","0",1,"Closed","closed"
"777",371,"aca","0",0,"Closed","closed"
"778",371,"aca2","0",0,"Closed","closed"
"779",371,"gg","0",0,"Closed","closed"
"780",371,"dt","1",1,"Closed","closed"
"781",372,"aca","1",0,"Closed","closed"
"782",372,"aca2","1",0,"Closed","closed"
"783",372,"gg","1",0,"Closed","closed"
"784",372,"dt","0",1,"Closed","closed"
"785",374,"aca",NA,0,"Closed","closed"
"786",374,"aca2",NA,0,"Closed","closed"
"787",374,"gg",NA,0,"Closed","closed"
"788",374,"dt",NA,1,"Closed","closed"
"789",375,"aca","1",0,"Closed","closed"
"790",375,"aca2","1",0,"Closed","closed"
"791",375,"gg","1",0,"Closed","closed"
"792",375,"dt","0",1,"Closed","closed"
"793",379,"aca","1",1,"Closed","closed"
"794",379,"aca2","1",1,"Closed","closed"
"795",379,"gg","1",1,"Closed","closed"
"796",379,"dt","0",1,"Closed","closed"
"797",381,"aca","1",0,"Closed","closed"
"798",381,"aca2","1",0,"Closed","closed"
"799",381,"gg","1",1,"Closed","closed"
"800",381,"dt","0",1,"Closed","closed"
"801",385,"aca","1",0,"Closed","closed"
"802",385,"aca2","1",0,"Closed","closed"
"803",385,"gg","1",0,"Closed","closed"
"804",385,"dt","0",1,"Closed","closed"
"805",386,"aca","1",1,"Closed","closed"
"806",386,"aca2","1",0,"Closed","closed"
"807",386,"gg","1",0,"Closed","closed"
"808",386,"dt","0",0,"Closed","closed"
"809",387,"aca",NA,0,"Closed","closed"
"810",387,"aca2",NA,1,"Closed","closed"
"811",387,"gg",NA,1,"Closed","closed"
"812",387,"dt",NA,1,"Closed","closed"
"813",394,"aca",NA,0,"Closed","closed"
"814",394,"aca2",NA,0,"Closed","closed"
"815",394,"gg",NA,0,"Closed","closed"
"816",394,"dt",NA,0,"Closed","closed"
"817",395,"aca","0",0,"Closed","closed"
"818",395,"aca2","0",0,"Closed","closed"
"819",395,"gg","0",0,"Closed","closed"
"820",395,"dt","1",1,"Closed","closed"
"821",398,"aca","1",0,"Closed","closed"
"822",398,"aca2","1",0,"Closed","closed"
"823",398,"gg","1",1,"Closed","closed"
"824",398,"dt","0",1,"Closed","closed"
"825",399,"aca","1",0,"Closed","closed"
"826",399,"aca2","1",0,"Closed","closed"
"827",399,"gg","1",0,"Closed","closed"
"828",399,"dt","0",0,"Closed","closed"
"829",400,"aca","1",0,"Closed","closed"
"830",400,"aca2","1",0,"Closed","closed"
"831",400,"gg","1",0,"Closed","closed"
"832",400,"dt","0",1,"Closed","closed"
"833",401,"aca","1",0,"Closed","closed"
"834",401,"aca2","1",1,"Closed","closed"
"835",401,"gg","1",0,"Closed","closed"
"836",401,"dt","0",1,"Closed","closed"
"837",402,"aca","1",0,"Closed","closed"
"838",402,"aca2","1",0,"Closed","closed"
"839",402,"gg","1",0,"Closed","closed"
"840",402,"dt","0",1,"Closed","closed"
"841",405,"aca","1",0,"Closed","closed"
"842",405,"aca2","1",0,"Closed","closed"
"843",405,"gg","1",0,"Closed","closed"
"844",405,"dt","0",1,"Closed","closed"
"845",408,"aca","1",0,"Closed","closed"
"846",408,"aca2","1",1,"Closed","closed"
"847",408,"gg","1",1,"Closed","closed"
"848",408,"dt","0",1,"Closed","closed"
"849",409,"aca","1",0,"Closed","closed"
"850",409,"aca2","1",0,"Closed","closed"
"851",409,"gg","1",0,"Closed","closed"
"852",409,"dt","0",1,"Closed","closed"
"853",411,"aca",NA,0,"Closed","closed"
"854",411,"aca2",NA,0,"Closed","closed"
"855",411,"gg",NA,0,"Closed","closed"
"856",411,"dt",NA,1,"Closed","closed"
"857",412,"aca","1",0,"Closed","closed"
"858",412,"aca2","1",0,"Closed","closed"
"859",412,"gg","1",0,"Closed","closed"
"860",412,"dt","0",1,"Closed","closed"
"861",414,"aca","0",0,"Closed","closed"
"862",414,"aca2","0",0,"Closed","closed"
"863",414,"gg","0",1,"Closed","closed"
"864",414,"dt","1",1,"Closed","closed"
"865",416,"aca","1",0,"Closed","closed"
"866",416,"aca2","1",1,"Closed","closed"
"867",416,"gg","1",0,"Closed","closed"
"868",416,"dt","0",1,"Closed","closed"
"869",418,"aca","1",0,"Closed","closed"
"870",418,"aca2","1",0,"Closed","closed"
"871",418,"gg","1",0,"Closed","closed"
"872",418,"dt","0",1,"Closed","closed"
"873",420,"aca","0",0,"Closed","closed"
"874",420,"aca2","0",0,"Closed","closed"
"875",420,"gg","0",1,"Closed","closed"
"876",420,"dt","1",1,"Closed","closed"
"877",421,"aca","1",0,"Closed","closed"
"878",421,"aca2","1",0,"Closed","closed"
"879",421,"gg","1",0,"Closed","closed"
"880",421,"dt","0",1,"Closed","closed"
"881",423,"aca","1",0,"Closed","closed"
"882",423,"aca2","1",0,"Closed","closed"
"883",423,"gg","1",0,"Closed","closed"
"884",423,"dt","0",1,"Closed","closed"
"885",426,"aca","0",1,"Closed","closed"
"886",426,"aca2","0",1,"Closed","closed"
"887",426,"gg","0",1,"Closed","closed"
"888",426,"dt","1",1,"Closed","closed"
"889",427,"aca","1",0,"Closed","closed"
"890",427,"aca2","1",0,"Closed","closed"
"891",427,"gg","1",0,"Closed","closed"
"892",427,"dt","0",1,"Closed","closed"
"893",428,"aca","0",0,"Closed","closed"
"894",428,"aca2","0",0,"Closed","closed"
"895",428,"gg","0",0,"Closed","closed"
"896",428,"dt","1",1,"Closed","closed"
"897",432,"aca","0",0,"Closed","closed"
"898",432,"aca2","0",0,"Closed","closed"
"899",432,"gg","0",0,"Closed","closed"
"900",432,"dt","1",1,"Closed","closed"
"901",434,"aca","1",0,"Closed","closed"
"902",434,"aca2","1",0,"Closed","closed"
"903",434,"gg","1",0,"Closed","closed"
"904",434,"dt","0",1,"Closed","closed"
"905",436,"aca","1",0,"Closed","closed"
"906",436,"aca2","1",1,"Closed","closed"
"907",436,"gg","1",1,"Closed","closed"
"908",436,"dt","0",0,"Closed","closed"
"909",438,"aca","0",0,"Closed","closed"
"910",438,"aca2","0",1,"Closed","closed"
"911",438,"gg","0",1,"Closed","closed"
"912",438,"dt","1",1,"Closed","closed"
"913",441,"aca","1",1,"Closed","closed"
"914",441,"aca2","1",0,"Closed","closed"
"915",441,"gg","1",0,"Closed","closed"
"916",441,"dt","0",1,"Closed","closed"
"917",444,"aca","1",0,"Closed","closed"
"918",444,"aca2","1",0,"Closed","closed"
"919",444,"gg","1",0,"Closed","closed"
"920",444,"dt","0",1,"Closed","closed"
"921",445,"aca","1",0,"Closed","closed"
"922",445,"aca2","1",0,"Closed","closed"
"923",445,"gg","1",0,"Closed","closed"
"924",445,"dt","0",0,"Closed","closed"
"925",449,"aca","0",0,"Closed","closed"
"926",449,"aca2","0",1,"Closed","closed"
"927",449,"gg","0",0,"Closed","closed"
"928",449,"dt","1",1,"Closed","closed"
"929",451,"aca","1",0,"Closed","closed"
"930",451,"aca2","1",1,"Closed","closed"
"931",451,"gg","1",0,"Closed","closed"
"932",451,"dt","0",0,"Closed","closed"
"933",453,"aca",NA,0,"Closed","closed"
"934",453,"aca2",NA,0,"Closed","closed"
"935",453,"gg",NA,0,"Closed","closed"
"936",453,"dt",NA,1,"Closed","closed"
"937",455,"aca","0",0,"Closed","closed"
"938",455,"aca2","0",0,"Closed","closed"
"939",455,"gg","0",0,"Closed","closed"
"940",455,"dt","1",1,"Closed","closed"
"941",456,"aca","0",1,"Closed","closed"
"942",456,"aca2","0",0,"Closed","closed"
"943",456,"gg","0",0,"Closed","closed"
"944",456,"dt","1",1,"Closed","closed"
"945",457,"aca","0",0,"Closed","closed"
"946",457,"aca2","0",0,"Closed","closed"
"947",457,"gg","0",0,"Closed","closed"
"948",457,"dt","1",1,"Closed","closed"
"949",458,"aca","0",0,"Closed","closed"
"950",458,"aca2","0",0,"Closed","closed"
"951",458,"gg","0",0,"Closed","closed"
"952",458,"dt","1",1,"Closed","closed"
"953",459,"aca","1",0,"Closed","closed"
"954",459,"aca2","1",0,"Closed","closed"
"955",459,"gg","1",0,"Closed","closed"
"956",459,"dt","0",1,"Closed","closed"
"957",460,"aca","0",0,"Closed","closed"
"958",460,"aca2","0",0,"Closed","closed"
"959",460,"gg","0",1,"Closed","closed"
"960",460,"dt","1",0,"Closed","closed"
"961",461,"aca","1",0,"Closed","closed"
"962",461,"aca2","1",0,"Closed","closed"
"963",461,"gg","1",0,"Closed","closed"
"964",461,"dt","0",1,"Closed","closed"
"965",464,"aca","0",0,"Closed","closed"
"966",464,"aca2","0",0,"Closed","closed"
"967",464,"gg","0",0,"Closed","closed"
"968",464,"dt","1",0,"Closed","closed"
"969",466,"aca","1",0,"Closed","closed"
"970",466,"aca2","1",0,"Closed","closed"
"971",466,"gg","1",0,"Closed","closed"
"972",466,"dt","0",1,"Closed","closed"
"973",469,"aca","0",0,"Closed","closed"
"974",469,"aca2","0",0,"Closed","closed"
"975",469,"gg","0",0,"Closed","closed"
"976",469,"dt","1",1,"Closed","closed"
"977",471,"aca","1",0,"Closed","closed"
"978",471,"aca2","1",0,"Closed","closed"
"979",471,"gg","1",0,"Closed","closed"
"980",471,"dt","0",0,"Closed","closed"
"981",473,"aca","1",0,"Closed","closed"
"982",473,"aca2","1",0,"Closed","closed"
"983",473,"gg","1",1,"Closed","closed"
"984",473,"dt","0",1,"Closed","closed"
"985",474,"aca",NA,0,"Closed","closed"
"986",474,"aca2",NA,1,"Closed","closed"
"987",474,"gg",NA,0,"Closed","closed"
"988",474,"dt",NA,1,"Closed","closed"
"989",477,"aca","1",0,"Closed","closed"
"990",477,"aca2","1",0,"Closed","closed"
"991",477,"gg","1",0,"Closed","closed"
"992",477,"dt","0",0,"Closed","closed"
"993",479,"aca","1",0,"Closed","closed"
"994",479,"aca2","1",0,"Closed","closed"
"995",479,"gg","1",1,"Closed","closed"
"996",479,"dt","0",0,"Closed","closed"
"997",481,"aca","1",1,"Closed","closed"
"998",481,"aca2","1",0,"Closed","closed"
"999",481,"gg","1",0,"Closed","closed"
"1000",481,"dt","0",1,"Closed","closed"
"1001",483,"aca","1",1,"Closed","closed"
"1002",483,"aca2","1",0,"Closed","closed"
"1003",483,"gg","1",1,"Closed","closed"
"1004",483,"dt","0",0,"Closed","closed"
"1005",484,"aca","1",0,"Closed","closed"
"1006",484,"aca2","1",0,"Closed","closed"
"1007",484,"gg","1",0,"Closed","closed"
"1008",484,"dt","0",0,"Closed","closed"
"1009",486,"aca","1",1,"Closed","closed"
"1010",486,"aca2","1",1,"Closed","closed"
"1011",486,"gg","1",0,"Closed","closed"
"1012",486,"dt","0",1,"Closed","closed"
"1013",488,"aca",NA,0,"Closed","closed"
"1014",488,"aca2",NA,0,"Closed","closed"
"1015",488,"gg",NA,0,"Closed","closed"
"1016",488,"dt",NA,1,"Closed","closed"
"1017",489,"aca","1",0,"Closed","closed"
"1018",489,"aca2","1",0,"Closed","closed"
"1019",489,"gg","1",0,"Closed","closed"
"1020",489,"dt","0",0,"Closed","closed"
"1021",490,"aca","0",0,"Closed","closed"
"1022",490,"aca2","0",0,"Closed","closed"
"1023",490,"gg","0",1,"Closed","closed"
"1024",490,"dt","1",1,"Closed","closed"
"1025",491,"aca",NA,0,"Closed","closed"
"1026",491,"aca2",NA,0,"Closed","closed"
"1027",491,"gg",NA,0,"Closed","closed"
"1028",491,"dt",NA,1,"Closed","closed"
"1029",494,"aca","1",1,"Closed","closed"
"1030",494,"aca2","1",1,"Closed","closed"
"1031",494,"gg","1",0,"Closed","closed"
"1032",494,"dt","0",1,"Closed","closed"
"1033",496,"aca","0",0,"Closed","closed"
"1034",496,"aca2","0",0,"Closed","closed"
"1035",496,"gg","0",0,"Closed","closed"
"1036",496,"dt","1",0,"Closed","closed"
"1037",497,"aca","1",0,"Closed","closed"
"1038",497,"aca2","1",0,"Closed","closed"
"1039",497,"gg","1",0,"Closed","closed"
"1040",497,"dt","0",1,"Closed","closed"
"1041",498,"aca","1",0,"Closed","closed"
"1042",498,"aca2","1",0,"Closed","closed"
"1043",498,"gg","1",0,"Closed","closed"
"1044",498,"dt","0",1,"Closed","closed"
"1045",499,"aca","0",0,"Closed","closed"
"1046",499,"aca2","0",0,"Closed","closed"
"1047",499,"gg","0",0,"Closed","closed"
"1048",499,"dt","1",1,"Closed","closed"
"1049",501,"aca","1",0,"Closed","closed"
"1050",501,"aca2","1",0,"Closed","closed"
"1051",501,"gg","1",0,"Closed","closed"
"1052",501,"dt","0",1,"Closed","closed"
"1053",504,"aca","0",0,"Closed","closed"
"1054",504,"aca2","0",0,"Closed","closed"
"1055",504,"gg","0",0,"Closed","closed"
"1056",504,"dt","1",1,"Closed","closed"
"1057",507,"aca","1",0,"Closed","closed"
"1058",507,"aca2","1",0,"Closed","closed"
"1059",507,"gg","1",0,"Closed","closed"
"1060",507,"dt","0",1,"Closed","closed"
"1061",509,"aca","1",1,"Closed","closed"
"1062",509,"aca2","1",1,"Closed","closed"
"1063",509,"gg","1",1,"Closed","closed"
"1064",509,"dt","0",1,"Closed","closed"
"1065",510,"aca","1",0,"Closed","closed"
"1066",510,"aca2","1",0,"Closed","closed"
"1067",510,"gg","1",1,"Closed","closed"
"1068",510,"dt","0",1,"Closed","closed"
"1069",511,"aca","1",0,"Closed","closed"
"1070",511,"aca2","1",1,"Closed","closed"
"1071",511,"gg","1",0,"Closed","closed"
"1072",511,"dt","0",1,"Closed","closed"
"1073",512,"aca","0",0,"Closed","closed"
"1074",512,"aca2","0",0,"Closed","closed"
"1075",512,"gg","0",0,"Closed","closed"
"1076",512,"dt","1",0,"Closed","closed"
"1077",515,"aca","0",0,"Closed","closed"
"1078",515,"aca2","0",0,"Closed","closed"
"1079",515,"gg","0",0,"Closed","closed"
"1080",515,"dt","1",1,"Closed","closed"
"1081",516,"aca","0",0,"Closed","closed"
"1082",516,"aca2","0",0,"Closed","closed"
"1083",516,"gg","0",0,"Closed","closed"
"1084",516,"dt","1",1,"Closed","closed"
"1085",518,"aca","0",0,"Closed","closed"
"1086",518,"aca2","0",0,"Closed","closed"
"1087",518,"gg","0",0,"Closed","closed"
"1088",518,"dt","1",1,"Closed","closed"
"1089",520,"aca","1",0,"Closed","closed"
"1090",520,"aca2","1",0,"Closed","closed"
"1091",520,"gg","1",1,"Closed","closed"
"1092",520,"dt","0",1,"Closed","closed"
"1093",521,"aca","1",0,"Closed","closed"
"1094",521,"aca2","1",0,"Closed","closed"
"1095",521,"gg","1",1,"Closed","closed"
"1096",521,"dt","0",1,"Closed","closed"
"1097",525,"aca","1",0,"Closed","closed"
"1098",525,"aca2","1",1,"Closed","closed"
"1099",525,"gg","1",0,"Closed","closed"
"1100",525,"dt","0",1,"Closed","closed"
"1101",527,"aca","1",0,"Closed","closed"
"1102",527,"aca2","1",0,"Closed","closed"
"1103",527,"gg","1",0,"Closed","closed"
"1104",527,"dt","0",1,"Closed","closed"
"1105",529,"aca",NA,0,"Closed","closed"
"1106",529,"aca2",NA,1,"Closed","closed"
"1107",529,"gg",NA,0,"Closed","closed"
"1108",529,"dt",NA,1,"Closed","closed"
"1109",530,"aca","0",0,"Closed","closed"
"1110",530,"aca2","0",0,"Closed","closed"
"1111",530,"gg","0",0,"Closed","closed"
"1112",530,"dt","1",1,"Closed","closed"
"1113",531,"aca",NA,0,"Closed","closed"
"1114",531,"aca2",NA,0,"Closed","closed"
"1115",531,"gg",NA,0,"Closed","closed"
"1116",531,"dt",NA,1,"Closed","closed"
"1117",533,"aca","1",0,"Closed","closed"
"1118",533,"aca2","1",0,"Closed","closed"
"1119",533,"gg","1",0,"Closed","closed"
"1120",533,"dt","0",1,"Closed","closed"
"1121",536,"aca","1",1,"Closed","closed"
"1122",536,"aca2","1",1,"Closed","closed"
"1123",536,"gg","1",1,"Closed","closed"
"1124",536,"dt","0",1,"Closed","closed"
"1125",537,"aca","1",1,"Closed","closed"
"1126",537,"aca2","1",0,"Closed","closed"
"1127",537,"gg","1",1,"Closed","closed"
"1128",537,"dt","0",1,"Closed","closed"
"1129",539,"aca","1",0,"Closed","closed"
"1130",539,"aca2","1",0,"Closed","closed"
"1131",539,"gg","1",1,"Closed","closed"
"1132",539,"dt","0",1,"Closed","closed"
"1133",541,"aca","1",0,"Closed","closed"
"1134",541,"aca2","1",0,"Closed","closed"
"1135",541,"gg","1",1,"Closed","closed"
"1136",541,"dt","0",1,"Closed","closed"
"1137",542,"aca","1",0,"Closed","closed"
"1138",542,"aca2","1",0,"Closed","closed"
"1139",542,"gg","1",1,"Closed","closed"
"1140",542,"dt","0",1,"Closed","closed"
