respondent,pid,pid_strength_1,democrat,republican,independent,democrat_noleaners,democrat_leaners,questions,rgc_c_aca2,rgc_c_dt,responses,aca2_correct,dt_correct,correct,knowledge,cheating,guessing,inference,expressive,congenial
807,Republican,7,0,1,0,0,0,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,1
814,Democrat,8,1,0,0,1,1,rgc_c_aca2_p,Replace Medicare with a “public option”,Strip immigrants from several Muslim-majority countries of their green cards,"I’ve read, seen, or heard that",0,NA,0,0,0,0,0,0,1
814,Democrat,8,1,0,0,1,1,rgc_c_dt_p,Replace Medicare with a “public option”,Strip immigrants from several Muslim-majority countries of their green cards,I looked it up,NA,0,0,0,0,0,0,0,0
819,Republican,10,0,1,0,0,0,rgc_c_aca2_p,Cut benefits to existing Medicare patients,Strip immigrants from several Muslim-majority countries of their green cards,"I’ve read, seen, or heard that",0,NA,0,0,0,0,0,0,0
819,Republican,10,0,1,0,0,0,rgc_c_dt_p,Cut benefits to existing Medicare patients,Strip immigrants from several Muslim-majority countries of their green cards,It makes me feel good to think that,NA,0,0,0,0,0,0,0,1
820,NA,5,0,0,1,NA,NA,rgc_c_aca2_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",1,NA,1,1,0,0,0,0,NA
820,NA,5,0,0,1,NA,NA,rgc_c_dt_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,NA
824,Something else,0,1,0,0,NA,1,rgc_c_aca2_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",1,NA,1,1,0,0,0,0,1
824,Something else,0,1,0,0,NA,1,rgc_c_dt_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,0
825,Democrat,0,1,0,0,1,1,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,1
825,Democrat,0,1,0,0,1,1,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,0
834,Republican,6,0,1,0,0,0,rgc_c_aca2_p,Don’t know,Subject immigrants living in the U.S. illegally to deportation,NA,0,NA,0,0,0,0,0,0,0
834,Republican,6,0,1,0,0,0,rgc_c_dt_p,Don’t know,Subject immigrants living in the U.S. illegally to deportation,"I’ve read, seen, or heard that",NA,0,0,0,0,0,0,0,1
835,Democrat,2,1,0,0,1,1,rgc_c_aca2_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"It makes sense, in view of other things I know",1,NA,1,0,0,0,1,0,1
835,Democrat,2,1,0,0,1,1,rgc_c_dt_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"It makes sense, in view of other things I know",NA,1,1,0,0,0,1,0,0
838,Democrat,0,1,0,0,1,1,rgc_c_aca2_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",1,NA,1,1,0,0,0,0,1
838,Democrat,0,1,0,0,1,1,rgc_c_dt_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,0
840,Democrat,0,1,0,0,1,1,rgc_c_aca2_p,Replace Medicare with a “public option”,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",0,NA,0,0,0,0,0,0,1
840,Democrat,0,1,0,0,1,1,rgc_c_dt_p,Replace Medicare with a “public option”,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,0
841,Democrat,0,1,0,0,1,1,rgc_c_aca2_p,Don’t know,Don’t know,NA,0,NA,0,0,0,0,0,0,1
841,Democrat,0,1,0,0,1,1,rgc_c_dt_p,Don’t know,Don’t know,NA,NA,0,0,0,0,0,0,0,0
844,Democrat,1,1,0,0,1,1,rgc_c_aca2_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"It makes sense, in view of other things I know",1,NA,1,0,0,0,1,0,1
844,Democrat,1,1,0,0,1,1,rgc_c_dt_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,0
846,NA,4,1,0,0,NA,1,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,1
846,NA,4,1,0,0,NA,1,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,0
848,NA,4,1,0,0,NA,1,rgc_c_aca2_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",1,NA,1,1,0,0,0,0,1
848,NA,4,1,0,0,NA,1,rgc_c_dt_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,0
849,Republican,7,0,1,0,0,0,rgc_c_aca2_p,Don’t know,Subject immigrants living in the U.S. illegally to deportation,NA,0,NA,0,0,0,0,0,0,0
849,Republican,7,0,1,0,0,0,rgc_c_dt_p,Don’t know,Subject immigrants living in the U.S. illegally to deportation,I just thought I’d take a shot,NA,0,0,0,0,0,0,0,1
852,Republican,7,0,1,0,0,0,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,0
852,Republican,7,0,1,0,0,0,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,1
855,NA,3,1,0,0,NA,1,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,1
855,NA,3,1,0,0,NA,1,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"It makes sense, in view of other things I know",NA,1,1,0,0,0,1,0,0
863,Something else,5,0,0,1,NA,0,rgc_c_aca2_p,Cut benefits to existing Medicare patients,Don’t know,"It makes sense, in view of other things I know",0,NA,0,0,0,0,0,0,0
863,Something else,5,0,0,1,NA,0,rgc_c_dt_p,Cut benefits to existing Medicare patients,Don’t know,NA,NA,0,0,0,0,0,0,0,1
864,NA,5,0,0,1,NA,NA,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,NA
864,NA,5,0,0,1,NA,NA,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,NA
869,Something else,3,1,0,0,NA,1,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,1
869,Something else,3,1,0,0,NA,1,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,0
870,Democrat,3,1,0,0,1,1,rgc_c_aca2_p,Cut benefits to existing Medicare patients,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",0,NA,0,0,0,0,0,0,1
870,Democrat,3,1,0,0,1,1,rgc_c_dt_p,Cut benefits to existing Medicare patients,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,0
875,Democrat,0,1,0,0,1,1,rgc_c_aca2_p,Replace Medicare with a “public option”,Temporarily ban immigrants from several majority-Muslim countries,I just thought I’d take a shot,0,NA,0,0,0,0,0,0,1
875,Democrat,0,1,0,0,1,1,rgc_c_dt_p,Replace Medicare with a “public option”,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,0
876,NA,5,0,0,1,NA,NA,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,NA
876,NA,5,0,0,1,NA,NA,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,NA
878,Democrat,3,1,0,0,1,1,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,1
878,Democrat,3,1,0,0,1,1,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,0
881,NA,6,NA,NA,NA,NA,0,rgc_c_aca2_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,I just thought I’d take a shot,1,NA,1,0,0,1,0,0,0
881,NA,6,NA,NA,NA,NA,0,rgc_c_dt_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,1
887,Republican,10,0,1,0,0,0,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,0
887,Republican,10,0,1,0,0,0,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,1
891,Republican,7,0,1,0,0,0,rgc_c_aca2_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",1,NA,1,1,0,0,0,0,0
891,Republican,7,0,1,0,0,0,rgc_c_dt_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,1
892,Democrat,0,1,0,0,1,1,rgc_c_aca2_p,Don’t know,Don’t know,NA,0,NA,0,0,0,0,0,0,1
892,Democrat,0,1,0,0,1,1,rgc_c_dt_p,Don’t know,Don’t know,NA,NA,0,0,0,0,0,0,0,0
895,Republican,10,0,1,0,0,0,rgc_c_aca2_p,Replace Medicare with a “public option”,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",0,NA,0,0,0,0,0,0,0
895,Republican,10,0,1,0,0,0,rgc_c_dt_p,Replace Medicare with a “public option”,Temporarily ban immigrants from several majority-Muslim countries,"It makes sense, in view of other things I know",NA,1,1,0,0,0,1,0,1
898,Republican,5,0,1,0,0,0,rgc_c_aca2_p,Don’t know,Subject immigrants living in the U.S. illegally to deportation,NA,0,NA,0,0,0,0,0,0,0
898,Republican,5,0,1,0,0,0,rgc_c_dt_p,Don’t know,Subject immigrants living in the U.S. illegally to deportation,"It makes sense, in view of other things I know",NA,0,0,0,0,0,0,0,1
902,NA,6,NA,NA,NA,NA,0,rgc_c_aca2_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,I just thought I’d take a shot,1,NA,1,0,0,1,0,0,0
902,NA,6,NA,NA,NA,NA,0,rgc_c_dt_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,1
903,NA,6,NA,NA,NA,NA,0,rgc_c_aca2_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",1,NA,1,1,0,0,0,0,0
903,NA,6,NA,NA,NA,NA,0,rgc_c_dt_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,1
906,Republican,6,0,1,0,0,0,rgc_c_aca2_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",1,NA,1,1,0,0,0,0,0
906,Republican,6,0,1,0,0,0,rgc_c_dt_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,1
907,Republican,9,0,1,0,0,0,rgc_c_aca2_p,Create government panels to make end-of-life decisions for people on Medicare,Subject immigrants living in the U.S. illegally to deportation,"I’ve read, seen, or heard that",0,NA,0,0,0,0,0,0,0
907,Republican,9,0,1,0,0,0,rgc_c_dt_p,Create government panels to make end-of-life decisions for people on Medicare,Subject immigrants living in the U.S. illegally to deportation,"I’ve read, seen, or heard that",NA,0,0,0,0,0,0,0,1
912,Democrat,1,1,0,0,1,1,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,1
912,Democrat,1,1,0,0,1,1,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,0
920,Republican,7,0,1,0,0,0,rgc_c_aca2_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",1,NA,1,1,0,0,0,0,0
920,Republican,7,0,1,0,0,0,rgc_c_dt_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,It makes me feel good to think that,NA,1,1,0,0,0,0,1,1
933,NA,6,NA,NA,NA,NA,0,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,0
933,NA,6,NA,NA,NA,NA,0,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,1
934,Republican,9,0,1,0,0,0,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,0
934,Republican,9,0,1,0,0,0,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,1
935,Democrat,2,1,0,0,1,1,rgc_c_aca2_p,Limit future increases in payments to Medicare providers,Strip immigrants from several Muslim-majority countries of their green cards,"I’ve read, seen, or heard that",1,NA,1,1,0,0,0,0,1
935,Democrat,2,1,0,0,1,1,rgc_c_dt_p,Limit future increases in payments to Medicare providers,Strip immigrants from several Muslim-majority countries of their green cards,"I’ve read, seen, or heard that",NA,0,0,0,0,0,0,0,0
936,NA,5,0,0,1,NA,NA,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,NA
936,NA,5,0,0,1,NA,NA,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,NA
939,Republican,5,0,1,0,0,0,rgc_c_aca2_p,Don’t know,Strip immigrants from countries supporting terrorism of their green cards,NA,0,NA,0,0,0,0,0,0,0
939,Republican,5,0,1,0,0,0,rgc_c_dt_p,Don’t know,Strip immigrants from countries supporting terrorism of their green cards,It makes me feel good to think that,NA,0,0,0,0,0,0,0,1
941,Republican,10,0,1,0,0,0,rgc_c_aca2_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"It makes sense, in view of other things I know",1,NA,1,0,0,0,1,0,0
941,Republican,10,0,1,0,0,0,rgc_c_dt_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,1
944,Republican,8,0,1,0,0,0,rgc_c_aca2_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",1,NA,1,1,0,0,0,0,0
944,Republican,8,0,1,0,0,0,rgc_c_dt_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,I looked it up,NA,1,1,0,1,0,0,0,1
949,NA,4,1,0,0,NA,1,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,1
949,NA,4,1,0,0,NA,1,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,0
952,Republican,8,0,1,0,0,0,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,0
952,Republican,8,0,1,0,0,0,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,1
955,Republican,7,0,1,0,0,0,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,0
955,Republican,7,0,1,0,0,0,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,1
956,Democrat,3,1,0,0,1,1,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,1
956,Democrat,3,1,0,0,1,1,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,0
961,NA,5,0,0,1,NA,NA,rgc_c_aca2_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",1,NA,1,1,0,0,0,0,NA
961,NA,5,0,0,1,NA,NA,rgc_c_dt_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,NA
967,Republican,7,0,1,0,0,0,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,0
967,Republican,7,0,1,0,0,0,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,1
970,Republican,10,0,1,0,0,0,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,0
970,Republican,10,0,1,0,0,0,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,1
973,Republican,9,0,1,0,0,0,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,0
973,Republican,9,0,1,0,0,0,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,1
974,Democrat,0,1,0,0,1,1,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,1
974,Democrat,0,1,0,0,1,1,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,0
976,Republican,5,0,1,0,0,0,rgc_c_aca2_p,Create government panels to make end-of-life decisions for people on Medicare,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",0,NA,0,0,0,0,0,0,0
976,Republican,5,0,1,0,0,0,rgc_c_dt_p,Create government panels to make end-of-life decisions for people on Medicare,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,1
979,Republican,10,0,1,0,0,0,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,0
979,Republican,10,0,1,0,0,0,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"It makes sense, in view of other things I know",NA,1,1,0,0,0,1,0,1
981,NA,5,0,0,1,NA,NA,rgc_c_aca2_p,Replace Medicare with a “public option”,Strip immigrants from several Muslim-majority countries of their green cards,"I’ve read, seen, or heard that",0,NA,0,0,0,0,0,0,NA
981,NA,5,0,0,1,NA,NA,rgc_c_dt_p,Replace Medicare with a “public option”,Strip immigrants from several Muslim-majority countries of their green cards,I just thought I’d take a shot,NA,0,0,0,0,0,0,0,NA
984,Democrat,2,1,0,0,1,1,rgc_c_aca2_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",1,NA,1,1,0,0,0,0,1
984,Democrat,2,1,0,0,1,1,rgc_c_dt_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,0
989,Democrat,0,1,0,0,1,1,rgc_c_aca2_p,Replace Medicare with a “public option”,Temporarily ban immigrants from several majority-Muslim countries,"It makes sense, in view of other things I know",0,NA,0,0,0,0,0,0,1
989,Democrat,0,1,0,0,1,1,rgc_c_dt_p,Replace Medicare with a “public option”,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,0
991,Republican,8,0,1,0,0,0,rgc_c_aca2_p,Don’t know,Subject immigrants living in the U.S. illegally to deportation,NA,0,NA,0,0,0,0,0,0,0
991,Republican,8,0,1,0,0,0,rgc_c_dt_p,Don’t know,Subject immigrants living in the U.S. illegally to deportation,"It makes sense, in view of other things I know",NA,0,0,0,0,0,0,0,1
994,Democrat,2,1,0,0,1,1,rgc_c_aca2_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"It makes sense, in view of other things I know",1,NA,1,0,0,0,1,0,1
994,Democrat,2,1,0,0,1,1,rgc_c_dt_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,0
999,Republican,10,0,1,0,0,0,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,0
999,Republican,10,0,1,0,0,0,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,1
1000,Democrat,2,1,0,0,1,1,rgc_c_aca2_p,Replace Medicare with a “public option”,Subject immigrants living in the U.S. illegally to deportation,"I’ve read, seen, or heard that",0,NA,0,0,0,0,0,0,1
1000,Democrat,2,1,0,0,1,1,rgc_c_dt_p,Replace Medicare with a “public option”,Subject immigrants living in the U.S. illegally to deportation,"I’ve read, seen, or heard that",NA,0,0,0,0,0,0,0,0
1002,NA,5,0,0,1,NA,NA,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,NA
1002,NA,5,0,0,1,NA,NA,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"It makes sense, in view of other things I know",NA,1,1,0,0,0,1,0,NA
1005,Republican,6,0,1,0,0,0,rgc_c_aca2_p,Replace Medicare with a “public option”,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",0,NA,0,0,0,0,0,0,0
1005,Republican,6,0,1,0,0,0,rgc_c_dt_p,Replace Medicare with a “public option”,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,1
1007,NA,7,NA,NA,NA,NA,0,rgc_c_aca2_p,Create government panels to make end-of-life decisions for people on Medicare,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",0,NA,0,0,0,0,0,0,0
1007,NA,7,NA,NA,NA,NA,0,rgc_c_dt_p,Create government panels to make end-of-life decisions for people on Medicare,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,1
1010,NA,6,NA,NA,NA,NA,0,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,0
1010,NA,6,NA,NA,NA,NA,0,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,1
1012,Democrat,1,1,0,0,1,1,rgc_c_aca2_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"It makes sense, in view of other things I know",1,NA,1,0,0,0,1,0,1
1012,Democrat,1,1,0,0,1,1,rgc_c_dt_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,0
1015,Republican,6,0,1,0,0,0,rgc_c_aca2_p,Replace Medicare with a “public option”,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",0,NA,0,0,0,0,0,0,0
1015,Republican,6,0,1,0,0,0,rgc_c_dt_p,Replace Medicare with a “public option”,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,1
1016,Democrat,3,1,0,0,1,1,rgc_c_aca2_p,Limit future increases in payments to Medicare providers,Subject immigrants living in the U.S. illegally to deportation,"I’ve read, seen, or heard that",1,NA,1,1,0,0,0,0,1
1016,Democrat,3,1,0,0,1,1,rgc_c_dt_p,Limit future increases in payments to Medicare providers,Subject immigrants living in the U.S. illegally to deportation,I just thought I’d take a shot,NA,0,0,0,0,0,0,0,0
1017,NA,7,NA,NA,NA,NA,0,rgc_c_aca2_p,Don’t know,Subject immigrants living in the U.S. illegally to deportation,NA,0,NA,0,0,0,0,0,0,0
1017,NA,7,NA,NA,NA,NA,0,rgc_c_dt_p,Don’t know,Subject immigrants living in the U.S. illegally to deportation,"It makes sense, in view of other things I know",NA,0,0,0,0,0,0,0,1
1018,Democrat,1,1,0,0,1,1,rgc_c_aca2_p,Replace Medicare with a “public option”,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",0,NA,0,0,0,0,0,0,1
1018,Democrat,1,1,0,0,1,1,rgc_c_dt_p,Replace Medicare with a “public option”,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,0
1019,NA,4,1,0,0,NA,1,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,1
1019,NA,4,1,0,0,NA,1,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,0
1027,Democrat,0,1,0,0,1,1,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,1
1027,Democrat,0,1,0,0,1,1,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,I just thought I’d take a shot,NA,1,1,0,0,1,0,0,0
1028,Republican,8,0,1,0,0,0,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,0
1028,Republican,8,0,1,0,0,0,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,1
1029,Democrat,3,1,0,0,1,1,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,1
1029,Democrat,3,1,0,0,1,1,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,0
